Locus type 	JGI3.1 	MpTak1_v5.1 	MpTak1_v5.1r2 	MpTak_v6.1 	MpTak_v6.1r2 	MpTak_v7.1 	Status
mRNA 	Mapoly0005s0256 	Mp1g03510 	Mp1g03510 	Mp1g03510 	Mp1g03510 	Mp1g03510 	
mRNA 	Mapoly0005s0255 	Mp1g03520 	- 	- 	- 	- 	
mRNA 	Mapoly0005s0254 	Mp1g03530 	Mp1g03530 	Mp1g03530 	Mp1g03530 	Mp1g03530 	
mRNA 	Mapoly0005s0253 	Mp1g03540 	Mp1g03540 	Mp1g03540 	Mp1g03540 	Mp1g03540 	
mRNA 	Mapoly0005s0252 	Mp1g03550 	Mp1g03550 	Mp1g03550 	Mp1g03550 	Mp1g03550 	
mRNA 	Mapoly0005s0251 	Mp1g03560 	Mp1g03560 	Mp1g03560 	Mp1g03560 	Mp1g03560 	
mRNA 	Mapoly0005s0250 	Mp1g03570 	Mp1g03570 	Mp1g03570 	Mp1g03570 	Mp1g03570 	
mRNA 	Mapoly0737s0001 	Mp1g03580 	Mp1g03580 	Mp1g03580 	Mp1g03580 	Mp1g03580 	
mRNA 	Mapoly0005s0249 	Mp1g03590 	Mp1g03590 	Mp1g03590 	Mp1g03590 	Mp1g03590 	
mRNA 	Mapoly0005s0248 	Mp1g03600 	Mp1g03600 	Mp1g03600 	Mp1g03600 	Mp1g03600 	
mRNA 	Mapoly0005s0247 	Mp1g03610 	- 	- 	- 	- 	
mRNA 	Mapoly0005s0246 	Mp1g03620 	Mp1g03620 	Mp1g03620 	Mp1g03620 	Mp1g03620 	
mRNA 	Mapoly0005s0245 	Mp1g03630 	Mp1g03630 	Mp1g03630 	Mp1g03630 	Mp1g03630 	
mRNA 	Mapoly0005s0244 	Mp1g03640 	Mp1g03640 	Mp1g03640 	Mp1g03640 	Mp1g03640 	
mRNA 	Mapoly0005s0243 	Mp1g03650 	Mp1g03650 	Mp1g03650 	Mp1g03650 	Mp1g03650 	
mRNA 	Mapoly0005s0242 	Mp1g03660 	Mp1g03660 	Mp1g03660 	- 	- 	deleted as of v6.1r2
mRNA 	Mapoly0005s0241 	Mp1g03670 	Mp1g03670 	Mp1g03670 	Mp1g03670 	Mp1g03670 	
mRNA 	Mapoly0005s0239 	Mp1g03680 	Mp1g03680 	Mp1g03680 	Mp1g03680 	Mp1g03680 	
mRNA 	Mapoly0005s0238 	Mp1g03690 	Mp1g03690 	Mp1g03690 	Mp1g03690 	Mp1g03690 	
mRNA 	Mapoly0005s0237 	Mp1g03700 	Mp1g03700 	Mp1g03700 	Mp1g03700 	Mp1g03700 	
mRNA 	Mapoly0005s0236 	Mp1g03710 	Mp1g03710 	Mp1g03710 	Mp1g03710 	Mp1g03710 	
mRNA 	Mapoly0005s0235 	Mp1g03720 	Mp1g03720 	Mp1g03720 	Mp1g03720 	Mp1g03720 	
mRNA 	Mapoly0005s0234 	Mp1g03730 	Mp1g03730 	Mp1g03730 	Mp1g03730 	Mp1g03730 	
mRNA 	Mapoly0005s0233 	Mp1g03740 	Mp1g03740 	Mp1g03740 	Mp1g03740 	Mp1g03740 	
mRNA 	Mapoly0005s0232 	Mp1g03750 	Mp1g03750 	Mp1g03750 	Mp1g03750 	Mp1g03750 	
mRNA 	Mapoly0005s0231 	Mp1g03760 	Mp1g03760 	Mp1g03760 	Mp1g03760 	Mp1g03760 	
mRNA 	Mapoly0005s0230 	Mp1g03770 	Mp1g03770 	Mp1g03770 	Mp1g03770 	Mp1g03770 	
mRNA 	Mapoly0005s0229 	Mp1g03780 	Mp1g03780 	Mp1g03780 	Mp1g03780 	Mp1g03780 	
mRNA 	Mapoly0005s0228 	Mp1g03790 	Mp1g03790 	Mp1g03790 	Mp1g03790 	Mp1g03790 	
mRNA 	Mapoly0005s0227 	Mp1g03800 	Mp1g03800 	Mp1g03800 	Mp1g03800 	Mp1g03800 	
mRNA 	Mapoly0005s0226 	Mp1g03810 	Mp1g03810 	Mp1g03810 	Mp1g03810 	Mp1g03810 	
mRNA 	Mapoly0005s0225 	Mp1g03820 	- 	- 	- 	- 	
mRNA 	Mapoly0005s0224 	Mp1g03830 	Mp1g03830 	Mp1g03830 	Mp1g03830 	Mp1g03830 	
mRNA 	Mapoly0005s0223 	Mp1g03840 	Mp1g03840 	Mp1g03840 	Mp1g03840 	Mp1g03840 	
mRNA 	Mapoly0005s0222 	Mp1g03850 	Mp1g03850 	Mp1g03850 	Mp1g03850 	Mp1g03850 	
mRNA 	Mapoly0005s0221 	Mp1g03860 	Mp1g03860 	Mp1g03860 	Mp1g03860 	Mp1g03860 	
mRNA 	Mapoly0005s0220 	Mp1g03870 	Mp1g03870 	Mp1g03870 	Mp1g03870 	Mp1g03870 	
mRNA 	Mapoly0005s0219 	Mp1g03880 	Mp1g03880 	Mp1g03880 	Mp1g03880 	Mp1g03880 	
mRNA 	Mapoly0005s0218 	Mp1g03890 	Mp1g03890 	Mp1g03890 	- 	- 	deleted as of v6.1r2
mRNA 	Mapoly0005s0217 	Mp1g03900 	Mp1g03900 	Mp1g03900 	Mp1g03900 	Mp1g03900 	
mRNA 	Mapoly0005s0216 	Mp1g03910 	Mp1g03910 	Mp1g03910 	Mp1g03910 	Mp1g03910 	
mRNA 	Mapoly0005s0215 	Mp1g03920 	- 	- 	- 	- 	
mRNA 	Mapoly0005s0214 	Mp1g03930 	Mp1g03930 	Mp1g03930 	Mp1g03930 	Mp1g03930 	
mRNA 	Mapoly0005s0213 	Mp1g03940 	Mp1g03940 	Mp1g03940 	- 	- 	deleted as of v6.1r2
mRNA 	Mapoly0005s0212 	Mp1g03950 	Mp1g03950 	Mp1g03950 	Mp1g03950 	Mp1g03950 	
mRNA 	Mapoly0005s0211 	Mp1g03960 	Mp1g03960 	Mp1g03960 	Mp1g03960 	Mp1g03960 	
mRNA 	Mapoly0005s0210 	Mp1g03970 	Mp1g03970 	Mp1g03970 	Mp1g03970 	Mp1g03970 	
mRNA 	Mapoly0005s0209 	Mp1g03980 	Mp1g03980 	Mp1g03980 	Mp1g03980 	Mp1g03980 	
mRNA 	Mapoly0005s0208 	Mp1g03990 	Mp1g03990 	Mp1g03990 	Mp1g03990 	Mp1g03990 	
mRNA 	Mapoly0005s0207 	Mp1g04000 	Mp1g04000 	Mp1g04000 	Mp1g04000 	Mp1g04000 	
mRNA 	Mapoly0005s0206 	Mp1g04010 	Mp1g04010 	Mp1g04010 	Mp1g04010 	Mp1g04010 	
mRNA 	Mapoly0005s0205 	Mp1g04020 	Mp1g04020 	Mp1g04020 	Mp1g04020 	Mp1g04020 	
mRNA 	Mapoly0005s0204 	Mp1g04030 	- 	- 	- 	- 	
mRNA 	Mapoly0005s0203 	Mp1g04040 	Mp1g04040 	Mp1g04040 	Mp1g04040 	Mp1g04040 	
mRNA 	Mapoly0005s0202 	Mp1g04050 	Mp1g04050 	Mp1g04050 	Mp1g04050 	Mp1g04050 	
mRNA 	Mapoly0005s0201 	Mp1g04060 	Mp1g04060 	Mp1g04060 	Mp1g04060 	Mp1g04060 	
mRNA 	Mapoly0005s0200 	Mp1g04070 	Mp1g04070 	Mp1g04070 	Mp1g04070 	Mp1g04070 	
mRNA 	Mapoly0005s0199 	Mp1g04080 	Mp1g04080 	Mp1g04080 	Mp1g04080 	Mp1g04080 	
mRNA 	Mapoly0005s0198 	Mp1g04090 	Mp1g04090 	Mp1g04090 	Mp1g04090 	Mp1g04090 	
mRNA 	Mapoly0005s0196 	Mp1g04100 	Mp1g04100 	Mp1g04100 	Mp1g04100 	Mp1g04100 	
mRNA 	Mapoly0005s0197 	Mp1g04110 	Mp1g04110 	Mp1g04110 	- 	- 	deleted as of v6.1r2
mRNA 	Mapoly0005s0195 	Mp1g04120 	Mp1g04120 	Mp1g04120 	Mp1g04120 	Mp1g04120 	
mRNA 	Mapoly0005s0194 	Mp1g04130 	Mp1g04130 	Mp1g04130 	Mp1g04130 	Mp1g04130 	
mRNA 	Mapoly0005s0193 	Mp1g04140 	Mp1g04140 	Mp1g04140 	Mp1g04140 	Mp1g04140 	
mRNA 	Mapoly0005s0192 	Mp1g04150 	Mp1g04150 	Mp1g04150 	Mp1g04150 	Mp1g04150 	
mRNA 	Mapoly0005s0191 	Mp1g04160 	Mp1g04160 	Mp1g04160 	Mp1g04160 	Mp1g04160 	
mRNA 	Mapoly0005s0190 	Mp1g04170 	Mp1g04170 	Mp1g04170 	Mp1g04170 	Mp1g04170 	
mRNA 	Mapoly0005s0189 	Mp1g04180 	Mp1g04180 	Mp1g04180 	Mp1g04180 	Mp1g04180 	
mRNA 	Mapoly0005s0188 	Mp1g04190 	Mp1g04190 	Mp1g04190 	Mp1g04190 	Mp1g04190 	
mRNA 	Mapoly0005s0187 	Mp1g04200 	Mp1g04200 	Mp1g04200 	Mp1g04200 	Mp1g04200 	
mRNA 	Mapoly0005s0186 	Mp1g04210 	Mp1g04210 	Mp1g04210 	Mp1g04210 	Mp1g04210 	
mRNA 	Mapoly0005s0185 	Mp1g04220 	Mp1g04220 	Mp1g04220 	Mp1g04220 	Mp1g04220 	
mRNA 	Mapoly0005s0184 	Mp1g04230 	- 	- 	- 	- 	
mRNA 	Mapoly0005s0183 	Mp1g04240 	- 	- 	- 	- 	
mRNA 	Mapoly0005s0182 	Mp1g04250 	Mp1g04250 	Mp1g04250 	Mp1g04250 	Mp1g04250 	
mRNA 	Mapoly0005s0181 	Mp1g04260 	Mp1g04260 	Mp1g04260 	Mp1g04260 	Mp1g04260 	
mRNA 	Mapoly0005s0180 	Mp1g04270 	Mp1g04270 	Mp1g04270 	Mp1g04270 	Mp1g04270 	
mRNA 	Mapoly0005s0179 	Mp1g04280 	Mp1g04280 	Mp1g04280 	Mp1g04280 	Mp1g04280 	
mRNA 	Mapoly0005s0178 	Mp1g04290 	Mp1g04290 	Mp1g04290 	Mp1g04290 	Mp1g04290 	
mRNA 	Mapoly0005s0177 	Mp1g04300 	Mp1g04300 	Mp1g04300 	Mp1g04300 	Mp1g04300 	
mRNA 	Mapoly0005s0176 	Mp1g04310 	Mp1g04310 	Mp1g04310 	Mp1g04310 	- 	deleted as of v7.1
mRNA 	Mapoly0005s0175 	Mp1g04320 	Mp1g04320 	Mp1g04320 	Mp1g04320 	Mp1g04320 	
mRNA 	Mapoly0005s0174 	Mp1g04330 	Mp1g04330 	Mp1g04330 	Mp1g04330 	Mp1g04330 	
mRNA 	Mapoly0005s0173 	Mp1g04340 	Mp1g04340 	Mp1g04340 	Mp1g04340 	Mp1g04340 	
mRNA 	Mapoly0005s0172 	Mp1g04350 	Mp1g04350 	Mp1g04350 	Mp1g04350 	Mp1g04350 	
mRNA 	Mapoly0005s0171 	Mp1g04360 	Mp1g04360 	Mp1g04360 	Mp1g04360 	Mp1g04360 	
mRNA 	Mapoly0005s0170 	Mp1g04370 	Mp1g04370 	Mp1g04370 	Mp1g04370 	Mp1g04370 	
mRNA 	Mapoly0005s0169 	Mp1g04380 	Mp1g04380 	Mp1g04380 	Mp1g04380 	Mp1g04380 	
mRNA 	Mapoly0005s0168 	Mp1g04390 	Mp1g04390 	Mp1g04390 	Mp1g04390 	- 	deleted as of v7.1
mRNA 	Mapoly0005s0167 	Mp1g04400 	Mp1g04400 	Mp1g04400 	Mp1g04400 	Mp1g04400 	
mRNA 	Mapoly0005s0166 	Mp1g04410 	Mp1g04410 	Mp1g04410 	Mp1g04410 	Mp1g04410 	
mRNA 	Mapoly0005s0165 	Mp1g04420 	- 	- 	- 	- 	
mRNA 	Mapoly0005s0164 	Mp1g04430 	Mp1g04430 	Mp1g04430 	Mp1g04430 	Mp1g04430 	
mRNA 	Mapoly0005s0163 	Mp1g04440 	Mp1g04440 	Mp1g04440 	Mp1g04440 	- 	deleted as of v7.1
mRNA 	Mapoly0005s0162 	Mp1g04450 	Mp1g04450 	Mp1g04450 	Mp1g04450 	Mp1g04450 	
mRNA 	Mapoly0005s0161 	Mp1g04460 	Mp1g04460 	Mp1g04460 	Mp1g04460 	Mp1g04460 	
mRNA 	Mapoly0005s0160 	Mp1g04470 	Mp1g04470 	Mp1g04470 	Mp1g04470 	- 	deleted as of v7.1
mRNA 	Mapoly0005s0159 	Mp1g04480 	Mp1g04480 	Mp1g04480 	Mp1g04480 	Mp1g04480 	
mRNA 	Mapoly0005s0158 	Mp1g04490 	Mp1g04490 	Mp1g04490 	Mp1g04490 	Mp1g04490 	
mRNA 	Mapoly0005s0157 	Mp1g04500 	Mp1g04500 	Mp1g04500 	Mp1g04500 	Mp1g04500 	
mRNA 	Mapoly0005s0156 	Mp1g04510 	Mp1g04510 	Mp1g04510 	Mp1g04510 	Mp1g04510 	
mRNA 	Mapoly0005s0155 	Mp1g04520 	Mp1g04520 	Mp1g04520 	Mp1g04520 	Mp1g04520 	
mRNA 	Mapoly1925s0001 	Mp1g04530 	Mp1g04530 	Mp1g04530 	Mp1g04530 	Mp1g04530 	
mRNA 	Mapoly0005s0153 	Mp1g04540 	Mp1g04540 	Mp1g04540 	Mp1g04540 	Mp1g04540 	
mRNA 	Mapoly0005s0152 	Mp1g04550 	Mp1g04550 	Mp1g04550 	Mp1g04550 	Mp1g04550 	
mRNA 	Mapoly0005s0151 	Mp1g04560 	Mp1g04560 	Mp1g04560 	Mp1g04560 	Mp1g04560 	
mRNA 	Mapoly0005s0150 	Mp1g04570 	Mp1g04570 	Mp1g04570 	Mp1g04570 	Mp1g04570 	
mRNA 	Mapoly0005s0149 	Mp1g04580 	Mp1g04580 	Mp1g04580 	Mp1g04580 	Mp1g04580 	
mRNA 	Mapoly0005s0148 	Mp1g04590 	Mp1g04590 	Mp1g04590 	Mp1g04590 	Mp1g04590 	
mRNA 	Mapoly0005s0147 	Mp1g04600 	Mp1g04600 	Mp1g04600 	Mp1g04600 	Mp1g04600 	
mRNA 	Mapoly0005s0146 	Mp1g04610 	Mp1g04610 	Mp1g04610 	Mp1g04610 	Mp1g04610 	
mRNA 	Mapoly0005s0145 	Mp1g04620 	Mp1g04620 	Mp1g04620 	Mp1g04620 	Mp1g04620 	
mRNA 	Mapoly0005s0144 	Mp1g04630 	Mp1g04630 	Mp1g04630 	Mp1g04630 	Mp1g04630 	
mRNA 	Mapoly0005s0143 	Mp1g04640 	Mp1g04640 	Mp1g04640 	Mp1g04640 	Mp1g04640 	
mRNA 	Mapoly0005s0142 	Mp1g04650 	Mp1g04650 	Mp1g04650 	Mp1g04650 	Mp1g04650 	
mRNA 	Mapoly0005s0141 	Mp1g04660 	- 	- 	- 	- 	
mRNA 	Mapoly0005s0140 	Mp1g04670 	Mp1g04670 	Mp1g04670 	Mp1g04670 	Mp1g04670 	
mRNA 	Mapoly0005s0139 	Mp1g04680 	Mp1g04680 	Mp1g04680 	Mp1g04680 	Mp1g04680 	
mRNA 	Mapoly0005s0138 	Mp1g04690 	Mp1g04690 	Mp1g04690 	Mp1g04690 	Mp1g04690 	
mRNA 	- 	Mp1g04700 	- 	- 	- 	- 	
mRNA 	Mapoly0005s0137 	Mp1g04710 	Mp1g04710 	Mp1g04710 	Mp1g04710 	Mp1g04710 	
mRNA 	Mapoly0005s0136 	Mp1g04720 	Mp1g04720 	Mp1g04720 	Mp1g04720 	Mp1g04720 	
mRNA 	Mapoly0005s0135 	Mp1g04730 	Mp1g04730 	Mp1g04730 	Mp1g04730 	Mp1g04730 	
mRNA 	Mapoly0005s0134 	Mp1g04740 	Mp1g04740 	Mp1g04740 	Mp1g04740 	Mp1g04740 	
mRNA 	Mapoly0005s0133 	Mp1g04750 	Mp1g04750 	Mp1g04750 	Mp1g04750 	Mp1g04750 	
mRNA 	Mapoly0005s0132 	Mp1g04760 	Mp1g04760 	Mp1g04760 	Mp1g04760 	Mp1g04760 	
mRNA 	Mapoly0005s0131 	Mp1g04770 	Mp1g04770 	Mp1g04770 	Mp1g04770 	Mp1g04770 	
mRNA 	Mapoly0005s0130 	Mp1g04780 	Mp1g04780 	Mp1g04780 	Mp1g04780 	Mp1g04780 	
mRNA 	Mapoly0005s0129 	Mp1g04790 	Mp1g04790 	Mp1g04790 	Mp1g04790 	Mp1g04790 	
mRNA 	Mapoly0005s0128 	Mp1g04800 	Mp1g04800 	Mp1g04800 	Mp1g04800 	Mp1g04800 	
mRNA 	Mapoly0005s0127 	Mp1g04810 	Mp1g04810 	Mp1g04810 	Mp1g04810 	Mp1g04810 	
mRNA 	Mapoly0005s0125 	Mp1g04820 	Mp1g04820 	Mp1g04820 	Mp1g04820 	Mp1g04820 	
mRNA 	Mapoly0005s0124 	Mp1g04830 	Mp1g04830 	Mp1g04830 	Mp1g04830 	Mp1g04830 	
mRNA 	Mapoly0005s0123 	Mp1g04840 	Mp1g04840 	Mp1g04840 	Mp1g04840 	Mp1g04840 	
mRNA 	- 	Mp1g04850 	Mp1g04850 	Mp1g04850 	Mp1g04850 	Mp1g04850 	
mRNA 	Mapoly0005s0122 	Mp1g04860 	Mp1g04860 	Mp1g04860 	Mp1g04860 	Mp1g04860 	
mRNA 	Mapoly0005s0121 	Mp1g04870 	Mp1g04870 	Mp1g04870 	Mp1g04870 	Mp1g04870 	
mRNA 	Mapoly0005s0120 	Mp1g04880 	Mp1g04880 	Mp1g04880 	Mp1g04880 	Mp1g04880 	
mRNA 	Mapoly0005s0119 	Mp1g04890 	Mp1g04890 	Mp1g04890 	Mp1g04890 	Mp1g04890 	
mRNA 	Mapoly0005s0118 	Mp1g04900 	Mp1g04900 	Mp1g04900 	Mp1g04900 	Mp1g04900 	
mRNA 	Mapoly0005s0117 	Mp1g04910 	Mp1g04910 	Mp1g04910 	Mp1g04910 	Mp1g04910 	
mRNA 	Mapoly0005s0116 	Mp1g04920 	Mp1g04920 	Mp1g04920 	Mp1g04920 	Mp1g04920 	
mRNA 	Mapoly0005s0115 	Mp1g04930 	Mp1g04930 	Mp1g04930 	Mp1g04930 	Mp1g04930 	
mRNA 	- 	Mp1g04940 	Mp1g04940 	Mp1g04940 	Mp1g04940 	Mp1g04940 	
mRNA 	Mapoly0005s0114 	Mp1g04950 	Mp1g04950 	Mp1g04950 	Mp1g04950 	Mp1g04950 	
mRNA 	Mapoly0005s0113 	Mp1g04960 	Mp1g04960 	Mp1g04960 	Mp1g04960 	Mp1g04960 	
mRNA 	Mapoly0005s0112 	Mp1g04970 	- 	- 	- 	- 	
mRNA 	- 	Mp1g04980 	Mp1g04980 	Mp1g04980 	Mp1g04980 	Mp1g04980 	
mRNA 	Mapoly0005s0110 	Mp1g04990 	Mp1g04990 	Mp1g04990 	Mp1g04990 	Mp1g04990 	
mRNA 	Mapoly0005s0103 	Mp1g05000 	Mp1g05000 	Mp1g05000 	Mp1g05000 	Mp1g05000 	
mRNA 	Mapoly0005s0108 	Mp1g05010 	Mp1g05010 	Mp1g05010 	Mp1g05010 	Mp1g05010 	
mRNA 	Mapoly0005s0107 	Mp1g05020 	Mp1g05020 	Mp1g05020 	Mp1g05020 	Mp1g05020 	
mRNA 	Mapoly0005s0106 	Mp1g05030 	Mp1g05030 	Mp1g05030 	Mp1g05030 	Mp1g05030 	
mRNA 	Mapoly0005s0111 	Mp1g05040 	Mp1g05040 	Mp1g05040 	Mp1g05040 	Mp1g05040 	
mRNA 	Mapoly0005s0104 	Mp1g05050 	Mp1g05050 	Mp1g05050 	Mp1g05050 	Mp1g05050 	
mRNA 	Mapoly0005s0102 	Mp1g05060 	Mp1g05060 	Mp1g05060 	Mp1g05060 	Mp1g05060 	
mRNA 	Mapoly0005s0101 	Mp1g05070 	Mp1g05070 	Mp1g05070 	Mp1g05070 	Mp1g05070 	
mRNA 	Mapoly0005s0099 	Mp1g05080 	Mp1g05080 	Mp1g05080 	Mp1g05080 	Mp1g05080 	
mRNA 	Mapoly0005s0098 	Mp1g05090 	Mp1g05090 	Mp1g05090 	Mp1g05090 	Mp1g05090 	
mRNA 	Mapoly0005s0097 	Mp1g05100 	Mp1g05100 	Mp1g05100 	Mp1g05100 	Mp1g05100 	
mRNA 	Mapoly0005s0096 	Mp1g05110 	Mp1g05110 	Mp1g05110 	Mp1g05110 	Mp1g05110 	
mRNA 	Mapoly0005s0095 	Mp1g05120 	Mp1g05120 	Mp1g05120 	Mp1g05120 	Mp1g05120 	
mRNA 	Mapoly0005s0094 	Mp1g05130 	Mp1g05130 	Mp1g05130 	Mp1g05130 	Mp1g05130 	
mRNA 	Mapoly0005s0093 	Mp1g05140 	Mp1g05140 	Mp1g05140 	Mp1g05140 	Mp1g05140 	
mRNA 	Mapoly0005s0092 	Mp1g05150 	Mp1g05150 	Mp1g05150 	Mp1g05150 	Mp1g05150 	
mRNA 	- 	Mp1g05160 	Mp1g05160 	Mp1g05160 	Mp1g05160 	Mp1g05160 	
mRNA 	Mapoly0005s0091 	Mp1g05170 	Mp1g05170 	Mp1g05170 	Mp1g05170 	- 	deleted as of v7.1
mRNA 	Mapoly0005s0090 	Mp1g05180 	Mp1g05180 	Mp1g05180 	Mp1g05180 	Mp1g05180 	
mRNA 	Mapoly0005s0089 	Mp1g05190 	Mp1g05190 	Mp1g05190 	Mp1g05190 	Mp1g05190 	
mRNA 	Mapoly0005s0088 	Mp1g05200 	Mp1g05200 	Mp1g05200 	Mp1g05200 	Mp1g05200 	
mRNA 	Mapoly0005s0087 	Mp1g05210 	Mp1g05210 	Mp1g05210 	Mp1g05210 	Mp1g05210 	
mRNA 	Mapoly0005s0086 	Mp1g05220 	Mp1g05220 	Mp1g05220 	Mp1g05220 	Mp1g05220 	
mRNA 	Mapoly0005s0085 	Mp1g05230 	Mp1g05230 	Mp1g05230 	Mp1g05230 	Mp1g05230 	
mRNA 	Mapoly0005s0084 	Mp1g05240 	Mp1g05240 	Mp1g05240 	Mp1g05240 	Mp1g05240 	
mRNA 	Mapoly0005s0083 	Mp1g05250 	Mp1g05250 	Mp1g05250 	Mp1g05250 	Mp1g05250 	
mRNA 	Mapoly0005s0082 	Mp1g05260 	Mp1g05260 	Mp1g05260 	Mp1g05260 	Mp1g05260 	
mRNA 	Mapoly0005s0081 	Mp1g05270 	Mp1g05270 	Mp1g05270 	Mp1g05270 	Mp1g05270 	
mRNA 	Mapoly0005s0080 	Mp1g05280 	Mp1g05280 	Mp1g05280 	Mp1g05280 	Mp1g05280 	
mRNA 	Mapoly0005s0079 	Mp1g05290 	Mp1g05290 	Mp1g05290 	Mp1g05290 	Mp1g05290 	
mRNA 	Mapoly0005s0078 	Mp1g05300 	Mp1g05300 	Mp1g05300 	Mp1g05300 	Mp1g05300 	
mRNA 	Mapoly0005s0077 	Mp1g05310 	Mp1g05310 	Mp1g05310 	Mp1g05310 	Mp1g05310 	
mRNA 	Mapoly0005s0076 	Mp1g05320 	Mp1g05320 	Mp1g05320 	Mp1g05320 	Mp1g05320 	
mRNA 	Mapoly0005s0075 	Mp1g05330 	Mp1g05330 	Mp1g05330 	Mp1g05330 	Mp1g05330 	
mRNA 	Mapoly0005s0074 	Mp1g05340 	Mp1g05340 	Mp1g05340 	Mp1g05340 	Mp1g05340 	
mRNA 	Mapoly0005s0073 	Mp1g05350 	Mp1g05350 	Mp1g05350 	Mp1g05350 	Mp1g05350 	
mRNA 	Mapoly0005s0072 	Mp1g05360 	Mp1g05360 	Mp1g05360 	Mp1g05360 	Mp1g05360 	
mRNA 	Mapoly0005s0071 	Mp1g05370 	Mp1g05370 	Mp1g05370 	Mp1g05370 	Mp1g05370 	
mRNA 	Mapoly0005s0070 	Mp1g05380 	Mp1g05380 	Mp1g05380 	Mp1g05380 	Mp1g05380 	
mRNA 	Mapoly0005s0068 	Mp1g05390 	Mp1g05390 	Mp1g05390 	Mp1g05390 	Mp1g05390 	
mRNA 	Mapoly0005s0067 	Mp1g05400 	Mp1g05400 	Mp1g05400 	Mp1g05400 	Mp1g05400 	
mRNA 	Mapoly0005s0066 	Mp1g05410 	Mp1g05410 	Mp1g05410 	Mp1g05410 	Mp1g05410 	
mRNA 	Mapoly0005s0065 	Mp1g05420 	Mp1g05420 	Mp1g05420 	Mp1g05420 	Mp1g05420 	
mRNA 	Mapoly0005s0064 	Mp1g05430 	Mp1g05430 	Mp1g05430 	Mp1g05430 	Mp1g05430 	
mRNA 	- 	Mp1g05440 	Mp1g05440 	Mp1g05440 	Mp1g05440 	Mp1g05440 	
mRNA 	Mapoly0005s0063 	Mp1g05450 	Mp1g05450 	Mp1g05450 	Mp1g05450 	Mp1g05450 	
mRNA 	Mapoly0005s0062 	Mp1g05460 	Mp1g05460 	Mp1g05460 	Mp1g05460 	Mp1g05460 	
mRNA 	Mapoly0005s0061 	Mp1g05470 	Mp1g05470 	Mp1g05470 	Mp1g05470 	Mp1g05470 	
mRNA 	Mapoly0005s0060 	Mp1g05480 	Mp1g05480 	Mp1g05480 	Mp1g05480 	Mp1g05480 	
mRNA 	Mapoly0005s0058 	Mp1g05490 	Mp1g05490 	Mp1g05490 	Mp1g05490 	Mp1g05490 	
mRNA 	Mapoly0005s0057 	Mp1g05500 	Mp1g05500 	Mp1g05500 	Mp1g05500 	Mp1g05500 	
mRNA 	Mapoly0005s0056 	Mp1g05510 	Mp1g05510 	Mp1g05510 	Mp1g05510 	Mp1g05510 	
mRNA 	Mapoly0005s0055 	Mp1g05520 	Mp1g05520 	Mp1g05520 	Mp1g05520 	Mp1g05520 	
mRNA 	Mapoly0005s0054 	Mp1g05530 	Mp1g05530 	Mp1g05530 	Mp1g05530 	Mp1g05530 	
mRNA 	Mapoly0005s0053 	Mp1g05540 	Mp1g05540 	Mp1g05540 	Mp1g05540 	Mp1g05540 	
mRNA 	Mapoly0005s0052 	Mp1g05550 	Mp1g05550 	Mp1g05550 	Mp1g05550 	Mp1g05550 	
mRNA 	Mapoly0005s0051 	Mp1g05560 	Mp1g05560 	Mp1g05560 	Mp1g05560 	Mp1g05560 	
mRNA 	Mapoly0005s0050 	Mp1g05570 	Mp1g05570 	Mp1g05570 	Mp1g05570 	Mp1g05570 	
mRNA 	Mapoly0005s0049 	Mp1g05580 	Mp1g05580 	Mp1g05580 	Mp1g05580 	Mp1g05580 	
mRNA 	Mapoly0005s0048 	Mp1g05590 	Mp1g05590 	Mp1g05590 	Mp1g05590 	Mp1g05590 	
mRNA 	Mapoly0005s0047 	Mp1g05600 	Mp1g05600 	Mp1g05600 	Mp1g05600 	Mp1g05600 	
mRNA 	Mapoly0005s0046 	Mp1g05610 	Mp1g05610 	Mp1g05610 	Mp1g05610 	- 	deleted as of v7.1
mRNA 	Mapoly0005s0045 	Mp1g05620 	Mp1g05620 	Mp1g05620 	Mp1g05620 	Mp1g05620 	
mRNA 	Mapoly0005s0044 	Mp1g05630 	Mp1g05630 	Mp1g05630 	Mp1g05630 	Mp1g05630 	
mRNA 	Mapoly0005s0043 	Mp1g05640 	Mp1g05640 	Mp1g05640 	Mp1g05640 	Mp1g05640 	
mRNA 	Mapoly0005s0042 	Mp1g05650 	Mp1g05650 	Mp1g05650 	Mp1g05650 	Mp1g05650 	
mRNA 	Mapoly0005s0041 	Mp1g05660 	Mp1g05660 	Mp1g05660 	Mp1g05660 	Mp1g05660 	
mRNA 	Mapoly0005s0040 	Mp1g05670 	Mp1g05670 	Mp1g05670 	Mp1g05670 	Mp1g05670 	
mRNA 	Mapoly0005s0039 	Mp1g05680 	Mp1g05680 	Mp1g05680 	Mp1g05680 	Mp1g05680 	
mRNA 	Mapoly0005s0038 	Mp1g05690 	Mp1g05690 	Mp1g05690 	Mp1g05690 	Mp1g05690 	
mRNA 	Mapoly0005s0037 	Mp1g05700 	Mp1g05700 	Mp1g05700 	Mp1g05700 	Mp1g05700 	
mRNA 	Mapoly0005s0036 	Mp1g05710 	Mp1g05710 	Mp1g05710 	Mp1g05710 	Mp1g05710 	
mRNA 	Mapoly0005s0035 	Mp1g05720 	Mp1g05720 	Mp1g05720 	Mp1g05720 	Mp1g05720 	
